2017-05-12 12:37:15.373361 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populating workers...
2017-05-12 12:37:15.373831 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populated
2017-05-12 12:38:29.839195 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training started
2017-05-12 12:38:31.911284 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training finished
2017-05-12 12:38:31.911878 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training started
2017-05-12 12:38:33.630274 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training finished
2017-05-12 12:38:33.630862 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training started
2017-05-12 12:38:35.337874 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training finished
2017-05-12 12:38:35.338446 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training started
2017-05-12 12:38:36.840733 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training finished
2017-05-12 12:38:37.153285 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training started
2017-05-12 12:38:38.811199 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training finished
2017-05-12 12:38:38.811788 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training started
2017-05-12 12:38:40.141480 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training finished
2017-05-12 12:38:40.141855 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training started
2017-05-12 12:38:41.416658 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training finished
2017-05-12 12:38:41.417167 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training started
2017-05-12 12:38:42.865933 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training finished
2017-05-12 12:38:42.866490 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training started
2017-05-12 12:38:44.615763 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training finished
2017-05-12 12:38:44.616201 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training started
2017-05-12 12:38:46.213566 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training finished
2017-05-12 12:38:46.214033 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Collecting samples for evaluation
2017-05-12 12:39:04.170403 EDT | -----------------------  ------------
2017-05-12 14:18:02.626899 EDT | StdReturn                  5.32388
2017-05-12 14:18:02.627340 EDT | MaxReturn                282.822
2017-05-12 14:18:02.627775 EDT | MinReturn                260.98
2017-05-12 14:18:02.628202 EDT | AverageEsReturn           40.672
2017-05-12 14:18:02.628628 EDT | StdEsReturn               34.9136
2017-05-12 14:18:02.629057 EDT | MaxEsReturn              117.872
2017-05-12 14:18:02.629486 EDT | MinEsReturn                2.41547
2017-05-12 14:18:02.629918 EDT | AverageDiscountedReturn  102.272
2017-05-12 14:18:02.630342 EDT | AverageQLoss               0.007924
2017-05-12 14:18:02.630765 EDT | AveragePolicySurr         -1.16915
2017-05-12 14:18:02.631210 EDT | AverageQ                   1.12888
2017-05-12 14:18:02.631660 EDT | AverageAbsQ                1.13196
2017-05-12 14:18:02.632082 EDT | AverageY                   1.12887
2017-05-12 14:18:02.632499 EDT | AverageAbsY                1.12983
2017-05-12 14:18:02.632917 EDT | AverageAbsQYDiff           0.0338635
2017-05-12 14:18:02.633334 EDT | AverageAction              0.745917
2017-05-12 14:18:02.633759 EDT | PolicyRegParamNorm        29.6197
2017-05-12 14:18:02.634176 EDT | QFunRegParamNorm          44.1461
2017-05-12 14:18:02.634590 EDT | AverageForwardProgress     0.505647
2017-05-12 14:18:02.635010 EDT | MaxForwardProgress         0.709583
2017-05-12 14:18:02.635423 EDT | MinForwardProgress         0.274178
2017-05-12 14:18:02.635839 EDT | StdForwardProgress         0.107203
2017-05-12 14:18:02.636253 EDT | -----------------------  -----------
2017-05-12 14:18:02.636858 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #210 | Training started
2017-05-12 14:18:14.596968 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #210 | Training finished
2017-05-12 14:18:15.036305 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #210 | Collecting samples for evaluation
2017-05-12 14:18:31.275096 EDT | -----------------------  ------------
2017-05-12 14:18:31.705550 EDT | Epoch                    210
2017-05-12 14:18:31.706048 EDT | AverageReturn            273.029
2017-05-12 14:18:31.706355 EDT | StdReturn                 32.1419
2017-05-12 14:18:31.706690 EDT | MaxReturn                294.311
2017-05-12 14:18:31.707027 EDT | MinReturn                106.965
2017-05-12 14:18:31.707360 EDT | AverageEsReturn           42.4163
2017-05-12 14:18:31.707693 EDT | StdEsReturn               43.1851
2017-05-12 14:18:31.708023 EDT | MaxEsReturn              175.879
2017-05-12 14:18:31.708350 EDT | MinEsReturn                2.59476
2017-05-12 14:18:31.708682 EDT | AverageDiscountedReturn  105.413
2017-05-12 14:18:31.709007 EDT | AverageQLoss               0.00735857
2017-05-12 14:18:31.709341 EDT | AveragePolicySurr         -1.172
2017-05-12 14:18:31.709675 EDT | AverageQ                   1.13119
2017-05-12 14:18:31.710017 EDT | AverageAbsQ                1.13426
2017-05-12 14:18:31.710351 EDT | AverageY                   1.13124
2017-05-12 14:18:31.710684 EDT | AverageAbsY                1.13234
2017-05-12 14:18:31.710996 EDT | AverageAbsQYDiff           0.0335056
2017-05-12 14:18:31.711327 EDT | AverageAction              0.745355
2017-05-12 14:18:31.711643 EDT | PolicyRegParamNorm        29.6673
2017-05-12 14:18:31.711976 EDT | QFunRegParamNorm          44.2384
2017-05-12 14:18:31.712308 EDT | AverageForwardProgress     0.682028
2017-05-12 14:18:31.712643 EDT | MaxForwardProgress         0.939422
2017-05-12 14:18:31.712975 EDT | MinForwardProgress         0.446812
2017-05-12 14:18:31.713307 EDT | StdForwardProgress         0.112571
2017-05-12 14:18:31.713638 EDT | -----------------------  ------------
2017-05-12 14:18:31.714176 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #211 | Training started
2017-05-12 14:18:43.518924 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #211 | Training finished
2017-05-12 14:18:43.519527 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #211 | Collecting samples for evaluation
2017-05-12 14:19:02.835920 EDT | -----------------------  ------------
2017-05-12 14:19:03.180801 EDT | Epoch                    211
2017-05-12 14:19:03.181284 EDT | AverageReturn            266.652
2017-05-12 14:19:03.181631 EDT | StdReturn                 26.4629
2017-05-12 14:19:03.181988 EDT | MaxReturn                279.914
2017-05-12 14:19:03.182321 EDT | MinReturn                119.222
2017-05-12 14:19:03.182654 EDT | AverageEsReturn           56.6334
2017-05-12 14:19:03.182985 EDT | StdEsReturn               57.0151
2017-05-12 14:19:03.183313 EDT | MaxEsReturn              195.403
2017-05-12 14:19:03.183641 EDT | MinEsReturn                2.89295
2017-05-12 14:19:03.183969 EDT | AverageDiscountedReturn  102.02
2017-05-12 14:19:03.184297 EDT | AverageQLoss               0.00797627
2017-05-12 14:19:03.184625 EDT | AveragePolicySurr         -1.1743
2017-05-12 14:19:03.184952 EDT | AverageQ                   1.13384
2017-05-12 14:19:03.185278 EDT | AverageAbsQ                1.13685
2017-05-12 14:19:03.185603 EDT | AverageY                   1.13389
2017-05-12 14:19:03.194015 EDT | AverageAbsY                1.13492
2017-05-12 14:19:03.194356 EDT | AverageAbsQYDiff           0.0337772
2017-05-12 14:19:03.194692 EDT | AverageAction              0.756194
2017-05-12 14:19:03.195027 EDT | PolicyRegParamNorm        29.6872
2017-05-12 14:19:03.195358 EDT | QFunRegParamNorm          44.3384
2017-05-12 14:19:03.195692 EDT | AverageForwardProgress     0.508341
2017-05-12 14:19:03.196024 EDT | MaxForwardProgress         0.680264
2017-05-12 14:19:03.196354 EDT | MinForwardProgress         0.340014
2017-05-12 14:19:03.196682 EDT | StdForwardProgress         0.0868349
2017-05-12 14:19:03.197012 EDT | -----------------------  ------------
2017-05-12 14:19:03.197540 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #212 | Training started
2017-05-12 14:19:13.731241 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #212 | Training finished
2017-05-12 14:19:16.649542 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #212 | Collecting samples for evaluation
2017-05-12 14:19:32.093367 EDT | -----------------------  ------------
2017-05-12 14:19:32.259289 EDT | Epoch                    212
2017-05-12 14:19:32.259670 EDT | AverageReturn            266.048
2017-05-12 14:19:32.259924 EDT | StdReturn                 34.6219
2017-05-12 14:19:32.260172 EDT | MaxReturn                287.057
2017-05-12 14:19:32.260415 EDT | MinReturn                132.717
2017-05-12 14:19:32.260657 EDT | AverageEsReturn           77.3318
2017-05-12 14:19:32.260897 EDT | StdEsReturn               48.2741
2017-05-12 14:19:32.261137 EDT | MaxEsReturn              180.205
2017-05-12 14:19:32.261376 EDT | MinEsReturn                6.46879
2017-05-12 14:19:32.261615 EDT | AverageDiscountedReturn  105.067
2017-05-12 14:19:32.261865 EDT | AverageQLoss               0.00760896
2017-05-12 14:19:32.262107 EDT | AveragePolicySurr         -1.17533
2017-05-12 14:19:32.262344 EDT | AverageQ                   1.13471
2017-05-12 14:19:32.262582 EDT | AverageAbsQ                1.13752
2017-05-12 14:19:32.262819 EDT | AverageY                   1.13478
2017-05-12 14:19:32.263072 EDT | AverageAbsY                1.13577
2017-05-12 14:19:32.263313 EDT | AverageAbsQYDiff           0.0333842
2017-05-12 14:19:32.263552 EDT | AverageAction              0.749538
2017-05-12 14:19:32.263789 EDT | PolicyRegParamNorm        29.7087
2017-05-12 14:19:32.264028 EDT | QFunRegParamNorm          44.4102
2017-05-12 14:19:32.264278 EDT | AverageForwardProgress     0.649103
2017-05-12 14:19:32.264515 EDT | MaxForwardProgress         0.803035
2017-05-12 14:19:32.264754 EDT | MinForwardProgress         0.411201
2017-05-12 14:19:32.264993 EDT | StdForwardProgress         0.0942383
2017-05-12 14:19:32.265231 EDT | -----------------------  ------------
2017-05-12 14:19:32.265656 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #213 | Training started
2017-05-12 14:19:44.741583 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #213 | Training finished
2017-05-12 14:19:44.742019 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #213 | Collecting samples for evaluation
2017-05-12 14:20:00.671037 EDT | -----------------------  ------------
2017-05-12 14:20:00.672370 EDT | Epoch                    213
2017-05-12 14:20:00.673359 EDT | AverageReturn            257.163
2017-05-12 14:20:00.673825 EDT | StdReturn                 42.6628
2017-05-12 14:20:00.674267 EDT | MaxReturn                289.223
2017-05-12 14:20:00.674702 EDT | MinReturn                124.068
2017-05-12 14:20:00.675128 EDT | AverageEsReturn           93.6971
2017-05-12 14:20:00.675556 EDT | StdEsReturn               72.006
2017-05-12 14:20:00.675983 EDT | MaxEsReturn              241.38
2017-05-12 14:20:00.676408 EDT | MinEsReturn                4.62626
2017-05-12 14:20:00.676838 EDT | AverageDiscountedReturn  103.968
2017-05-12 14:20:00.677267 EDT | AverageQLoss               0.00811296
2017-05-12 14:20:00.677688 EDT | AveragePolicySurr         -1.17646
2017-05-12 14:20:00.678133 EDT | AverageQ                   1.13549
2017-05-12 14:20:00.678557 EDT | AverageAbsQ                1.13869
2017-05-12 14:20:00.678984 EDT | AverageY                   1.1355
2017-05-12 14:20:00.679409 EDT | AverageAbsY                1.1366
2017-05-12 14:20:00.679831 EDT | AverageAbsQYDiff           0.0338391
2017-05-12 14:20:00.680253 EDT | AverageAction              0.759829
2017-05-12 14:20:00.680685 EDT | PolicyRegParamNorm        29.7453
2017-05-12 14:20:00.681106 EDT | QFunRegParamNorm          44.5612
2017-05-12 14:20:00.681526 EDT | AverageForwardProgress     0.640766
2017-05-12 14:20:00.681959 EDT | MaxForwardProgress         0.839818
2017-05-12 14:20:00.682385 EDT | MinForwardProgress         0.403278
2017-05-12 14:20:00.682810 EDT | StdForwardProgress         0.092343
2017-05-12 14:20:00.683228 EDT | -----------------------  ------------
2017-05-12 14:20:00.683827 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #214 | Training started
2017-05-12 14:20:13.079267 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #214 | Training finished
2017-05-12 14:20:13.328675 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #214 | Collecting samples for evaluation
2017-05-12 14:20:27.705117 EDT | -----------------------  ------------
2017-05-12 14:20:27.714522 EDT | Epoch                    214
2017-05-12 14:20:27.715072 EDT | AverageReturn            230.45
2017-05-12 14:20:27.715575 EDT | StdReturn                 53.5468
2017-05-12 14:20:27.716074 EDT | MaxReturn                281.88
2017-05-12 14:20:27.716568 EDT | MinReturn                119.816
2017-05-12 14:20:27.717055 EDT | AverageEsReturn           53.3705
2017-05-12 14:20:27.717546 EDT | StdEsReturn               50.7512
2017-05-12 14:20:27.718067 EDT | MaxEsReturn              167.646
2017-05-12 14:20:27.718556 EDT | MinEsReturn                2.9873
2017-05-12 14:20:27.719052 EDT | AverageDiscountedReturn   98.3105
2017-05-12 14:20:27.719538 EDT | AverageQLoss               0.00804264
2017-05-12 14:20:27.720009 EDT | AveragePolicySurr         -1.17671
2017-05-12 14:20:27.720480 EDT | AverageQ                   1.13654
2017-05-12 14:20:27.720952 EDT | AverageAbsQ                1.13958
2017-05-12 14:20:27.721420 EDT | AverageY                   1.13662
2017-05-12 14:20:27.721899 EDT | AverageAbsY                1.13777
2017-05-12 14:20:27.725556 EDT | AverageAbsQYDiff           0.0339085
2017-05-12 14:20:27.726059 EDT | AverageAction              0.773402
2017-05-12 14:20:27.726528 EDT | PolicyRegParamNorm        29.7737
2017-05-12 14:20:27.726976 EDT | QFunRegParamNorm          44.6862
2017-05-12 14:20:27.727446 EDT | AverageForwardProgress     0.505433
2017-05-12 14:20:27.727916 EDT | MaxForwardProgress         1.23289
2017-05-12 14:20:27.728390 EDT | MinForwardProgress         0.22057
2017-05-12 14:20:27.729876 EDT | StdForwardProgress         0.155488
2017-05-12 14:20:27.731273 EDT | -----------------------  ------------
2017-05-12 14:20:27.733446 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #215 | Training started
2017-05-12 14:20:39.450389 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #215 | Training finished
2017-05-12 14:20:39.450884 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #215 | Collecting samples for evaluation
2017-05-12 14:20:54.543006 EDT | -----------------------  ------------
2017-05-12 14:20:54.703058 EDT | Epoch                    215
2017-05-12 14:20:54.703658 EDT | AverageReturn            230.671
2017-05-12 14:20:54.704101 EDT | StdReturn                 47.6896
2017-05-12 14:20:54.704535 EDT | MaxReturn                308.553
2017-05-12 14:20:54.704973 EDT | MinReturn                 84.1121
2017-05-12 14:20:54.705408 EDT | AverageEsReturn           64.8144
2017-05-12 14:20:54.705855 EDT | StdEsReturn               45.3901
2017-05-12 14:20:54.706289 EDT | MaxEsReturn              161.11
2017-05-12 14:20:54.706717 EDT | MinEsReturn                2.95904
2017-05-12 14:20:54.707147 EDT | AverageDiscountedReturn  112.706
2017-05-12 14:20:54.707574 EDT | AverageQLoss               0.00742617
2017-05-12 14:20:54.708002 EDT | AveragePolicySurr         -1.18082
2017-05-12 14:20:54.708422 EDT | AverageQ                   1.14071
2017-05-12 14:20:54.708846 EDT | AverageAbsQ                1.14366
2017-05-12 14:20:54.709413 EDT | AverageY                   1.14076
2017-05-12 14:20:54.709871 EDT | AverageAbsY                1.14201
2017-05-12 14:20:54.710301 EDT | AverageAbsQYDiff           0.0329167
2017-05-12 14:20:54.710726 EDT | AverageAction              0.747917
2017-05-12 14:20:54.711145 EDT | PolicyRegParamNorm        29.7892
2017-05-12 14:20:54.711559 EDT | QFunRegParamNorm          44.7984
2017-05-12 14:20:54.711984 EDT | AverageForwardProgress     1.1356
2017-05-12 14:20:54.712405 EDT | MaxForwardProgress         2.01718
2017-05-12 14:20:54.712825 EDT | MinForwardProgress         0.553359
2017-05-12 14:20:54.713243 EDT | StdForwardProgress         0.273376
2017-05-12 14:20:54.713662 EDT | -----------------------  ------------
2017-05-12 14:20:54.714299 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #216 | Training started
2017-05-12 14:21:06.372767 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #216 | Training finished
2017-05-12 14:21:06.472624 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #216 | Collecting samples for evaluation
2017-05-12 14:21:22.608553 EDT | -----------------------  ------------
2017-05-12 14:21:22.609434 EDT | Epoch                    216
2017-05-12 14:21:22.609709 EDT | AverageReturn            226.085
2017-05-12 14:21:22.609966 EDT | StdReturn                 58.1533
2017-05-12 14:21:22.610211 EDT | MaxReturn                286.36
2017-05-12 14:21:22.610456 EDT | MinReturn                 93.6768
2017-05-12 14:21:22.610696 EDT | AverageEsReturn           78.7561
2017-05-12 14:21:22.610934 EDT | StdEsReturn               58.3318
2017-05-12 14:21:22.611173 EDT | MaxEsReturn              167.086
2017-05-12 14:21:22.611410 EDT | MinEsReturn                4.00469
2017-05-12 14:21:22.611647 EDT | AverageDiscountedReturn   99.1505
2017-05-12 14:21:22.611884 EDT | AverageQLoss               0.00775937
2017-05-12 14:21:22.612121 EDT | AveragePolicySurr         -1.18422
2017-05-12 14:21:22.612357 EDT | AverageQ                   1.14279
2017-05-12 14:21:22.612593 EDT | AverageAbsQ                1.14593
2017-05-12 14:21:22.612830 EDT | AverageY                   1.1428
2017-05-12 14:21:22.613066 EDT | AverageAbsY                1.14424
2017-05-12 14:21:22.613302 EDT | AverageAbsQYDiff           0.0333621
2017-05-12 14:21:22.613539 EDT | AverageAction              0.733589
2017-05-12 14:21:22.613808 EDT | PolicyRegParamNorm        29.8238
2017-05-12 14:21:22.614056 EDT | QFunRegParamNorm          44.9067
2017-05-12 14:21:22.614294 EDT | AverageForwardProgress     0.569691
2017-05-12 14:21:22.614531 EDT | MaxForwardProgress         1.0767
2017-05-12 14:21:22.614770 EDT | MinForwardProgress         0.329719
2017-05-12 14:21:22.615014 EDT | StdForwardProgress         0.125935
2017-05-12 14:21:22.615256 EDT | -----------------------  ------------
2017-05-12 14:21:22.615646 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #217 | Training started
2017-05-12 14:21:32.418321 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #217 | Training finished
2017-05-12 14:21:32.572395 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #217 | Collecting samples for evaluation
2017-05-12 14:21:46.513266 EDT | -----------------------  ------------
2017-05-12 14:21:46.661716 EDT | Epoch                    217
2017-05-12 14:21:46.663125 EDT | AverageReturn            219.387
2017-05-12 14:21:46.663539 EDT | StdReturn                 69.6738
2017-05-12 14:21:46.663916 EDT | MaxReturn                288.727
2017-05-12 14:21:46.664314 EDT | MinReturn                 67.7651
2017-05-12 14:21:46.664692 EDT | AverageEsReturn           49.8864
2017-05-12 14:21:46.665087 EDT | StdEsReturn               51.7507
2017-05-12 14:21:46.665464 EDT | MaxEsReturn              187.073
2017-05-12 14:21:46.665884 EDT | MinEsReturn                3.28279
2017-05-12 14:21:46.666280 EDT | AverageDiscountedReturn   96.3887
2017-05-12 14:21:46.666655 EDT | AverageQLoss               0.00763909
2017-05-12 14:21:46.667049 EDT | AveragePolicySurr         -1.18623
2017-05-12 14:21:46.667670 EDT | AverageQ                   1.14459
2017-05-12 14:21:46.668053 EDT | AverageAbsQ                1.14789
2017-05-12 14:21:46.668456 EDT | AverageY                   1.1446
2017-05-12 14:21:46.668819 EDT | AverageAbsY                1.14593
2017-05-12 14:21:46.669202 EDT | AverageAbsQYDiff           0.0334678
2017-05-12 14:21:46.669577 EDT | AverageAction              0.777222
2017-05-12 14:21:46.669994 EDT | PolicyRegParamNorm        29.8664
2017-05-12 14:21:46.670370 EDT | QFunRegParamNorm          44.9743
2017-05-12 14:21:46.670751 EDT | AverageForwardProgress     0.568751
2017-05-12 14:21:46.671118 EDT | MaxForwardProgress         0.824697
2017-05-12 14:21:46.671494 EDT | MinForwardProgress         0.291365
2017-05-12 14:21:46.671879 EDT | StdForwardProgress         0.139497
2017-05-12 14:21:46.672242 EDT | -----------------------  ------------
2017-05-12 14:21:46.673038 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #218 | Training started
2017-05-12 14:21:57.644924 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #218 | Training finished
2017-05-12 14:21:58.027777 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #218 | Collecting samples for evaluation
2017-05-12 14:22:12.238466 EDT | -----------------------  -----------
2017-05-12 14:22:12.238894 EDT | Epoch                    218
2017-05-12 14:22:12.239162 EDT | AverageReturn            222.828
2017-05-12 14:22:12.239420 EDT | StdReturn                 56.562
2017-05-12 14:22:12.239674 EDT | MaxReturn                292.22
2017-05-12 14:22:12.239928 EDT | MinReturn                102.927
2017-05-12 14:22:12.240177 EDT | AverageEsReturn           57.282
2017-05-12 14:22:12.240427 EDT | StdEsReturn               50.3636
2017-05-12 14:22:12.240677 EDT | MaxEsReturn              153.695
2017-05-12 14:22:12.240926 EDT | MinEsReturn                5.0484
2017-05-12 14:22:12.241174 EDT | AverageDiscountedReturn  101.016
2017-05-12 14:22:12.241422 EDT | AverageQLoss               0.0078774
2017-05-12 14:22:12.241670 EDT | AveragePolicySurr         -1.18751
2017-05-12 14:22:12.241929 EDT | AverageQ                   1.14728
2017-05-12 14:22:12.242178 EDT | AverageAbsQ                1.15051
2017-05-12 14:22:12.242426 EDT | AverageY                   1.14735
2017-05-12 14:22:12.242675 EDT | AverageAbsY                1.14852
2017-05-12 14:22:12.242922 EDT | AverageAbsQYDiff           0.0338762
2017-05-12 14:22:12.243182 EDT | AverageAction              0.795517
2017-05-12 14:22:12.243452 EDT | PolicyRegParamNorm        29.8937
2017-05-12 14:22:12.243737 EDT | QFunRegParamNorm          45.0992
2017-05-12 14:22:12.243992 EDT | AverageForwardProgress     0.65358
2017-05-12 14:22:12.244243 EDT | MaxForwardProgress         0.900932
2017-05-12 14:22:12.244491 EDT | MinForwardProgress         0.360962
2017-05-12 14:22:12.244741 EDT | StdForwardProgress         0.132561
2017-05-12 14:22:12.245007 EDT | -----------------------  -----------
2017-05-12 14:22:12.245436 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #219 | Training started
2017-05-12 14:22:23.302714 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #219 | Training finished
2017-05-12 14:22:23.305788 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #219 | Collecting samples for evaluation
2017-05-12 14:22:37.530646 EDT | -----------------------  ------------
2017-05-12 14:22:37.531642 EDT | Epoch                    219
2017-05-12 14:22:37.532002 EDT | AverageReturn            242.871
2017-05-12 14:22:37.532342 EDT | StdReturn                 51.6497
2017-05-12 14:22:37.532678 EDT | MaxReturn                310.786
2017-05-12 14:22:37.533010 EDT | MinReturn                120.188
2017-05-12 14:22:37.533340 EDT | AverageEsReturn           47.5332
2017-05-12 14:22:37.533668 EDT | StdEsReturn               49.5867
2017-05-12 14:22:37.534009 EDT | MaxEsReturn              162.046
2017-05-12 14:22:37.534339 EDT | MinEsReturn                4.22923
2017-05-12 14:22:37.534668 EDT | AverageDiscountedReturn  107.317
2017-05-12 14:22:37.534998 EDT | AverageQLoss               0.00795447
2017-05-12 14:22:37.535327 EDT | AveragePolicySurr         -1.19051
2017-05-12 14:22:37.535656 EDT | AverageQ                   1.14955
2017-05-12 14:22:37.535987 EDT | AverageAbsQ                1.15262
2017-05-12 14:22:37.536316 EDT | AverageY                   1.1496
2017-05-12 14:22:37.536642 EDT | AverageAbsY                1.1509
2017-05-12 14:22:37.536979 EDT | AverageAbsQYDiff           0.0339235
2017-05-12 14:22:37.537309 EDT | AverageAction              0.781443
2017-05-12 14:22:37.537638 EDT | PolicyRegParamNorm        29.9133
2017-05-12 14:22:37.537978 EDT | QFunRegParamNorm          45.2064
2017-05-12 14:22:37.538304 EDT | AverageForwardProgress     0.849633
2017-05-12 14:22:37.538634 EDT | MaxForwardProgress         1.79068
2017-05-12 14:22:37.538964 EDT | MinForwardProgress         0.546895
2017-05-12 14:22:37.539293 EDT | StdForwardProgress         0.248487
2017-05-12 14:22:37.539618 EDT | -----------------------  ------------
2017-05-12 14:22:37.540124 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #220 | Training started
2017-05-12 14:22:48.672426 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #220 | Training finished
2017-05-12 14:22:48.677776 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #220 | Collecting samples for evaluation
2017-05-12 14:23:02.450269 EDT | -----------------------  ------------
2017-05-12 14:23:02.450621 EDT | Epoch                    220
2017-05-12 14:23:02.450883 EDT | AverageReturn            212.91
2017-05-12 14:23:02.451134 EDT | StdReturn                 56.6319
2017-05-12 14:23:02.451381 EDT | MaxReturn                285.563
2017-05-12 14:23:02.451626 EDT | MinReturn                 95.3453
2017-05-12 14:23:02.451868 EDT | AverageEsReturn           51.4228
2017-05-12 14:23:02.452110 EDT | StdEsReturn               62.0015
2017-05-12 14:23:02.452351 EDT | MaxEsReturn              299.091
2017-05-12 14:23:02.452592 EDT | MinEsReturn                3.09751
2017-05-12 14:23:02.452834 EDT | AverageDiscountedReturn   97.1938
2017-05-12 14:23:02.453075 EDT | AverageQLoss               0.00818794
2017-05-12 14:23:02.453316 EDT | AveragePolicySurr         -1.18753
2017-05-12 14:23:02.453557 EDT | AverageQ                   1.14831
2017-05-12 14:23:02.453808 EDT | AverageAbsQ                1.15168
2017-05-12 14:23:02.454049 EDT | AverageY                   1.14819
2017-05-12 14:23:02.454289 EDT | AverageAbsY                1.14942
2017-05-12 14:23:02.454530 EDT | AverageAbsQYDiff           0.0341009
2017-05-12 14:23:02.454773 EDT | AverageAction              0.781603
2017-05-12 14:23:02.455014 EDT | PolicyRegParamNorm        29.9269
2017-05-12 14:23:02.455254 EDT | QFunRegParamNorm          45.3129
2017-05-12 14:23:02.455494 EDT | AverageForwardProgress     0.558192
2017-05-12 14:23:02.455734 EDT | MaxForwardProgress         0.76557
